,Unnamed: 0.1,Unnamed: 0,Review,Rating
349,349,349,"Awesome phone bought for my aunty best phone in this price, very useful for flexible use. Nice sound and volume, don't think gofor it. Also wireless fm works nicely. We can hear songs I the radio without headset.",awesom phone bought aunti best phone price use flexibl use nice sound volum dont think gofor also wireless fm work nice hear song radio without headset
350,350,350,"Today, 3rd Aug, 2020, I received the mobile phone. I am very happy with the phone. it is really low price but good  feature phone. Battery is 1750 mah which is more than enough for a feature phone. Another remarkablefeature of this phone is it has inbuilt sound amplifier, that's why loudly and clearly music can be listened. This is purely indian origin phone. Feeling proud to be an Indian. Thank you Lava international.",today  aug  receiv mobil phone happi phone realli low price good  featur phone batteri  mah enough featur phone anoth remarkablefeatur phone inbuilt sound amplifi that loud clear music listen pure indian origin phone feel proud indian thank lava intern
351,351,351,"Good display, good battery perfomanance, best gift for aged people. Easy to use, light weight",good display good batteri perfoman best gift age peopl easi use light weight
352,352,352,Awesome design and features at this price point...Camera quality is not very good but decent 👌Battery backup is most highlight feature of this phone..😁I am love with this lava A3😘😘,awesom design featur price pointcamera qualiti good decent 👌batteri backup highlight featur phone😁i love lava 😘😘
353,353,353,Good product..You want a simple mobile using call these mobile very nice for calling and battery backup is also good with 2 days.,good productyou want simpl mobil use call mobil nice call batteri backup also good  day
354,354,354,fantastic super super fast delivery very best choice for keypad mobile phone packaging is very good and very fast delivery before the date it is very glad to part of Flipkart fantastic mind blowing service from Flipkart and the product is very very good 👍👍👍👍👍👍👍👍,fantast super super fast deliveri best choic keypad mobil phone packag good fast deliveri date glad part flipkart fantast mind blow servic flipkart product good 👍👍👍👍👍👍👍👍
355,355,355,Very nice and excellent product considering its price. Perfect 🥰. But camera doesn't seem to be of 50mp as claimed. But overall excellent product.,nice excel product consid price perfect 🥰 camera doesnt seem  claim overal excel product
356,356,356,"This smart phone is the best smartphone in this price range. This phone is really value for money phone.Camera- 8/10Best 50MP AI triple camera with 2 MP depth and 2 MP macro camera. Image quality is better than any other smartphone in this price range. Max 1080p full hd video also record by rear camera. HDR and night mode support in the camera8 MP Front camera pic quality is better in this price range comes with front screen flash, HDR mode, ai face beautification.Max 720p video record b...",smart phone best smartphon price rang phone realli valu money phonecamera   ai tripl camera  mp depth  mp macro camera imag qualiti better smartphon price rang max  full hd video also record rear camera hdr night mode support  mp front camera pic qualiti better price rang come front screen flash hdr mode ai face beautificationmax  video record b
357,357,357,I have been using this phone since 5 months. fast performance. processor is very good. battery is very good. camera is okay not very good. good purchase. it is cheaper than other phones of the same configuration,use phone sinc  month fast perform processor good batteri good camera okay good good purchas cheaper phone configur
358,358,358,"The build of the phone is very good and packaging was very good but transparent cover was not given by seller and the front camera is worth 8mp but the rear camera is not worth 50mp.It also does not have many applications likePhoto Gallery,Security Scanner,File Manager,Speed Connection etc.Overall, I would like to give 4 star out of 5 star.",build phone good packag good transpar cover given seller front camera worth  rear camera worth  also mani applic likephoto gallerysecur scannerfil managerspe connect etcoveral would like give  star  star
359,359,359,Mobile ok,mobil ok
360,360,360,Poor camera quality Infact same time not working Poor displayPoor performanceNothing is good in this set,poor camera qualiti infact time work poor displaypoor performancenoth good set
361,361,361,Phone Is Value For Maney ..But Camera Is Bad Condition..,phone valu maney camera bad condit
362,362,362,Osm mobile volue for money 🤑 realme is good company..and thak you so much .. flipkart very fast delivery 🚚,osm mobil volu money 🤑 realm good companyand thak much  flipkart fast deliveri 🚚
363,363,363,Super camera at night,super camera night
364,364,364,Nice phone... best 😍,nice phone best 😍
365,365,365,"Best in this price band, I bought for my sister, and she loved it.... Camera is perfect for this price range, decent performance, buttery smooth experience as it has 90hertz display.. Just one thing, if there would be a wide angle lens, it would be better, but no issue.. Go for it",best price band bought sister love camera perfect price rang decent perform butteri smooth experi  display one thing would wide angl len would better issu go
366,366,366,Great phone under budget for gaming and for taking pictures. For PUBGM/BGMI players you should know that this device has gyroscope delay(5000milisec) but while playing BGMI in Graphic:smooth FPS:ultra(40) works well without lags... And tbh this is a great gaming phone under budget.,great phone budget game take pictur pubgmbgmi player know devic gyroscop  play bgmi graphicsmooth  work well without lag tbh great game phone budget
367,367,367,I think phone awesome very good products I like you phone camera is good processor g88 90 h display big battery full hd display I think good like this phone,think phone awesom good product like phone camera good processor   h display big batteri full hd display think good like phone
368,368,368,"Best budget smartphone , all features are very good sound quality awesome and display quality very good",best budget smartphon  featur good sound qualiti awesom display qualiti good
369,369,369,Now Infinix is a good brand.. This smart phone is a budget smartphone.. I am very happy.. I recommend you all please use this phone.. Value for money.,infinix good brand smart phone budget smartphon happi recommend pleas use phone valu money
370,370,370,"Best budget smart phone under this price. If you are planning for a budget smart android phone with good battery backup, big display, nice camera quality photos, great stereo sounds and performance without any lags.. Then close your eyes and go for it. Review of mine after a week.",best budget smart phone price plan budget smart android phone good batteri backup big display nice camera qualiti photo great stereo sound perform without lag close eye go review mine week
371,371,371,"Honest Review after 7 Days.. Let's start with cons1. No notifications light (except charging) 2. Noise cancellation of phone mic is not so impressive3. Lots of Bloatware which you can't uninstall4. Game boost mode crashes every time while trying to launchOk now pros1. Phone is big, I mean really big2. Battery life And charging time is best in class 3. It comes with 90hz refresh rate but i am using it at 60 hz And it works flawless4. Sound quality of speaker is bestHonestly at th...",honest review  day let start  notif light except charg  nois cancel phone mic  lot bloatwar cant  game boost mode crash everi time tri launchok  phone big mean realli  batteri life charg time best class  come  refresh rate use  hz work  sound qualiti speaker besthonest th
372,372,372,Good in this price range. Everything in this range is ok (neither too god nor too bad).I felt that Infinix should work & improve their build quality. Infinix smartphones are not good in build as compared to other smartphones.,good price rang everyth rang ok neither god badi felt infinix work  improv build qualiti infinix smartphon good build compar smartphon
373,373,373,Nice model I fully satisfied value for money camera quality very good battery is good,nice model fulli satisfi valu money camera qualiti good batteri good
374,374,374,"Terrific phone in this price...... Didn't expect this to be that good, night mode in the camera is great as well as the gaming performance.... battery is also great..Proper value for money",terrif phone price didnt expect good night mode camera great well game perform batteri also greatprop valu money
375,375,375,"Best in this price band, I bought for my sister, and she loved it.... Camera is perfect for this price range, decent performance, buttery smooth experience as it has 90hertz display.. Just one thing, if there would be a wide angle lens, it would be better, but no issue.. Go for it",best price band bought sister love camera perfect price rang decent perform butteri smooth experi  display one thing would wide angl len would better issu go
376,376,376,Great phone under budget for gaming and for taking pictures. For PUBGM/BGMI players you should know that this device has gyroscope delay(5000milisec) but while playing BGMI in Graphic:smooth FPS:ultra(40) works well without lags... And tbh this is a great gaming phone under budget.,great phone budget game take pictur pubgmbgmi player know devic gyroscop  play bgmi graphicsmooth  work well without lag tbh great game phone budget
377,377,377,I think phone awesome very good products I like you phone camera is good processor g88 90 h display big battery full hd display I think good like this phone,think phone awesom good product like phone camera good processor   h display big batteri full hd display think good like phone
378,378,378,"Best budget smartphone , all features are very good sound quality awesome and display quality very good",best budget smartphon  featur good sound qualiti awesom display qualiti good
379,379,379,Now Infinix is a good brand.. This smart phone is a budget smartphone.. I am very happy.. I recommend you all please use this phone.. Value for money.,infinix good brand smart phone budget smartphon happi recommend pleas use phone valu money
380,380,380,"Best budget smart phone under this price. If you are planning for a budget smart android phone with good battery backup, big display, nice camera quality photos, great stereo sounds and performance without any lags.. Then close your eyes and go for it. Review of mine after a week.",best budget smart phone price plan budget smart android phone good batteri backup big display nice camera qualiti photo great stereo sound perform without lag close eye go review mine week
381,381,381,"Honest Review after 7 Days.. Let's start with cons1. No notifications light (except charging) 2. Noise cancellation of phone mic is not so impressive3. Lots of Bloatware which you can't uninstall4. Game boost mode crashes every time while trying to launchOk now pros1. Phone is big, I mean really big2. Battery life And charging time is best in class 3. It comes with 90hz refresh rate but i am using it at 60 hz And it works flawless4. Sound quality of speaker is bestHonestly at th...",honest review  day let start  notif light except charg  nois cancel phone mic  lot bloatwar cant  game boost mode crash everi time tri launchok  phone big mean realli  batteri life charg time best class  come  refresh rate use  hz work  sound qualiti speaker besthonest th
382,382,382,Good in this price range. Everything in this range is ok (neither too god nor too bad).I felt that Infinix should work & improve their build quality. Infinix smartphones are not good in build as compared to other smartphones.,good price rang everyth rang ok neither god badi felt infinix work  improv build qualiti infinix smartphon good build compar smartphon
383,383,383,Nice model I fully satisfied value for money camera quality very good battery is good,nice model fulli satisfi valu money camera qualiti good batteri good
384,384,384,"Terrific phone in this price...... Didn't expect this to be that good, night mode in the camera is great as well as the gaming performance.... battery is also great..Proper value for money",terrif phone price didnt expect good night mode camera great well game perform batteri also greatprop valu money
385,385,385,Very Very Very Very Very Very Good Products Nice Mobile And Best Price Thank You So Much Flipkart...,good product nice mobil best price thank much flipkart
386,386,386,this is all you get for a tiny budget phone like this one. the sound quality and call quality is quite good on this phone. the best part is the battery back-up on this phone. Till now no issue with this phone although i have used for only about a month so far. Not too sure how good it will function in the future.,get tini budget phone like one sound qualiti call qualiti quit good phone best part batteri backup phone till issu phone although use month far sure good function futur
387,387,387,Good For Basic Usage,good basic usag
388,388,388,"Value for money.  Excellent Battery backup.  Very Good Tower Signal ,  Very good display,  Very Good voice Clarity.  Loud speaker. Overall Very good phone.",valu money  excel batteri backup  good tower signal   good display  good voic clariti  loud speaker overal good phone
389,389,389,"Awesome phone bought for my aunty best phone in this price, very useful for flexible use. Nice sound and volume, don't think gofor it. Also wireless fm works nicely. We can hear songs I the radio without headset.",awesom phone bought aunti best phone price use flexibl use nice sound volum dont think gofor also wireless fm work nice hear song radio without headset
390,390,390,"Today, 3rd Aug, 2020, I received the mobile phone. I am very happy with the phone. it is really low price but good  feature phone. Battery is 1750 mah which is more than enough for a feature phone. Another remarkablefeature of this phone is it has inbuilt sound amplifier, that's why loudly and clearly music can be listened. This is purely indian origin phone. Feeling proud to be an Indian. Thank you Lava international.",today  aug  receiv mobil phone happi phone realli low price good  featur phone batteri  mah enough featur phone anoth remarkablefeatur phone inbuilt sound amplifi that loud clear music listen pure indian origin phone feel proud indian thank lava intern
391,391,391,"Good display, good battery perfomanance, best gift for aged people. Easy to use, light weight",good display good batteri perfoman best gift age peopl easi use light weight
392,392,392,Awesome design and features at this price point...Camera quality is not very good but decent 👌Battery backup is most highlight feature of this phone..😁I am love with this lava A3😘😘,awesom design featur price pointcamera qualiti good decent 👌batteri backup highlight featur phone😁i love lava 😘😘
393,393,393,Good product..You want a simple mobile using call these mobile very nice for calling and battery backup is also good with 2 days.,good productyou want simpl mobil use call mobil nice call batteri backup also good  day
394,394,394,fantastic super super fast delivery very best choice for keypad mobile phone packaging is very good and very fast delivery before the date it is very glad to part of Flipkart fantastic mind blowing service from Flipkart and the product is very very good 👍👍👍👍👍👍👍👍,fantast super super fast deliveri best choic keypad mobil phone packag good fast deliveri date glad part flipkart fantast mind blow servic flipkart product good 👍👍👍👍👍👍👍👍
395,395,395,"//  What I Like Most? //1) Double door fridge with a convenient button control panel and with a 3 star energy efficient rating is an amazing deal. Nearly consumes 195 units per year, very economical.2) Cooling is very good, you need to set freezer temperature at optimal settings for ice making. Within 1.5hrs it is making ice, which is good. For the fridge 1 to 7°c has been given at the outdoor, 3°c is enough throughout the year, at summer peak times you need to set it at 1 or 2°c.3) Power ...",  like  doubl door fridg conveni button control panel  star energi effici rate amaz deal near consum  unit per year  cool good need set freezer temperatur optim set ice make within  make ice good fridg  °c given outdoor °c enough throughout year summer peak time need set  ° power 
396,396,396,"The model that I ordered was Frost free Refrigerator. There are two models which look very similar, however the difference that I found was with the buttons in front. This one has just a button for power cool and the temp buttons (pic uploaded). Until it works, I have no issues with the buttons. Though it has 3 stars the unit consumed is very less (pic uploaded) Delivery took just one day. Just next day in the afternoon the installation guy came, opened and installed the refrigerator. I a...",model order frost free refriger two model look similar howev differ found button front one button power cool temp button pic upload work issu button though  star unit consum less pic upload deliveri took one day next day afternoon instal guy came open instal refriger
397,397,397,A good buy and Kudos to the team who delivered it in 1days time.. do note that this may be an exceptional case even I was surprised delivery during lockdown.Very happy with the purchase,good buy kudo team deliv  time note may except case even surpris deliveri lockdownveri happi purchas
398,398,398,"Colour is nice, Function are User friendly, and easy to operate, performance is good, and overall worth for Money. Satisfied and impressed by Flipkart one day delivery service thanks You",colour nice function user friend easi oper perform good overal worth money satisfi impress flipkart one day deliveri servic thank
399,399,399,"I have ordered this fridge and delivered on time therefore I got offer on it that exchange option with my old fridge which is very good working quality and not even fainted its lustre and even after 6 years of used still it's glitter very well,perhaps in the bottom of side little bit rusted that's y I decided to purchase new one and after fascinated by this new fridge which I have been ordered and the delivery executive refused to accept my old fridge which is even working compresser in super...",order fridg deliv time therefor got offer exchang option old fridg good work qualiti even faint lustr even  year use still glitter wellperhap bottom side littl bit rust that decid purchas new one fascin new fridg order deliveri execut refus accept old fridg even work compress super
400,400,400,"Excellent product , it works well , I happy with it",excel product  work well  happi
401,401,401,"Main thing is space management, Samsung managed but not done smartly , LG is best in space management , we can not put 2.25 drink bottle vertically in fridge, even single door fridge can , we can not put medium sized utensils with out removing one rack , performance is ok , Design is good , not so practical",main thing space manag samsung manag done smart  lg best space manag  put  drink bottl vertic fridg even singl door fridg  put medium size utensil remov one rack  perform ok  design good  practic
402,402,402,"Awesome product.. samsung is the best brand ever! Product delivered safely, thanks flipkart only thing is installation of product is delayed.. rest it's a nice product buy without any second thought, value for money 👍",awesom product samsung best brand ever product deliv safe thank flipkart thing instal product delay rest nice product buy without second thought valu money 👍
403,403,403,Received dented and unbalanced. Bottom is uneven. Totally disappointed.,receiv dent unbalanc bottom uneven total disappoint
404,404,404,I was sceptical about some dent on the backside of the product but the delivery and installation was surprisingly swift and on time. And after two weeks I am writing this review. I must say the product is great in space and design. Even in semi loaded and moderate settings it's cooling nicely in this summer condition. Now I have not monitored the energy consumption of it and would surely like to do it in future. I am satisfied with the product .,sceptic dent backsid product deliveri instal surpris swift time two week write review must say product great space design even semi load moder set cool nice summer condit monitor energi consumpt would sure like futur satisfi product 
405,405,405,I am using this from last 10 days and its having a wonderful performance. Best thing is that its having no noise while compressor is working... awesome product and awesome service..thanks to Flipkart and delivery boys are decent n polite. Ekart service is superb.,use last  day wonder perform best thing nois compressor work awesom product awesom servicethank flipkart deliveri boy decent n polit ekart servic superb
406,406,406,"Received this product today, after you see the product trust me you will be thinking that you have best decision to buy this fridge.1) The capacity of the fridge is way more than enough for a family with up to 4 members.2) The top of the fridge is matt finish. So very less risk of the top and sides getting scratched.3) The refrigerator does not make much of noise, that's the perk of buying a 5 star fridge.Later I will update about the power consumption of the fridge and any issues if I c...",receiv product today see product trust think best decis buy  capac fridg way enough famili   top fridg matt finish less risk top side get  refriger make much nois that perk buy  star fridgelat updat power consumpt fridg issu c
407,407,407,"Best product, affordable price , good service  It saves electricity ,we are happy with this product",best product afford price  good servic  save electr happi product
408,408,408,I am very happy with this product and thank u flipcart for giving me in best price..,happi product thank u flipcart give best price
409,409,409,"Design wise most beautiful but lock quality & chiller tray, vegetable box quality is cheap according to price. Led light is beautiful. l strongly belive in samsung technology. So from my sight awesome product (Blived in closed eyes). Also belive in omniTech retail too. Thanks both of you",design wise beauti lock qualiti  chiller tray veget box qualiti cheap accord price led light beauti l strong beliv samsung technolog sight awesom product blive close eye also beliv omnitech retail thank
410,410,410,"Excellent , low noice",excel  low noic
411,411,411,"Brought this few days back. Now start giving problems. Automatically getting defrost any random time.Ice cream, ice melt every days. Always you can see the water droplets on glass.",brought day back start give problem automat get defrost random timeic cream ice melt everi day alway see water droplet glass
412,412,412,The working of fridge is very good it is enough for small family. The egg tray is useless and it is very good product. The horizontal handle is not that much convinient apart from this it is ver good good cooling,work fridg good enough small famili egg tray useless good product horizont handl much convini apart ver good good cool
413,413,413,It's been 5 days we have been using this refrigerator. The fridge is running very smoothly without making any noise. I am pretty much satisfied with product i have chosen. Kudos to Flipkart for offering this fridge on a decent price and Samsung as well for awesome design., day use refriger fridg run smooth without make nois pretti much satisfi product chosen kudo flipkart offer fridg decent price samsung well awesom design
414,414,414,I have ordered the product on 9th Jan and is delivered on 12th.Decent and smooth delivery.After 5 hours I have put the unit on power.Amazing.No unwanted sounds.But whenever you put some additional items it makes little sounds which is acceptable.Next day I put the unit on my 1Kv solar system with battery backup.Again amazing.Excellent for small families.6 days completed.So far I am very happy and that is why I am giving 5*.Finally thank you Flipcart and your delivery partner.,order product  jan deliv  smooth deliveryaft  hour put unit poweramazingno unwant soundsbut whenev put addit item make littl sound acceptablenext day put unit  solar system batteri backupagain amazingexcel small  day completedso far happi give  thank flipcart deliveri partner
415,415,415,Immersive look and great deal to buy the refrigerator of samsung thank you flipkart for giving the such a great deal by you thank you 🙏🙏🙏,immers look great deal buy refriger samsung thank flipkart give great deal thank 🙏🙏🙏
416,416,416,"It is more than our expectations. Colour is very enchantic, spacious inside, racks are also good,** constructing material of racks needed to be more strong.**very modest delivery persons and fastest delivery as well. Thank you flipcart giving the best deal...",expect colour enchant spacious insid rack also good construct materi rack need strongveri modest deliveri person fastest deliveri well thank flipcart give best deal
417,417,417,The refrigerator is beautiful and cooling is very good as well...the product has a good space inside to store big items as well. Overall worth the money.,refriger beauti cool good wellth product good space insid store big item well overal worth money
418,418,418,"Loved this one! Just received one day back. Performance is as usual. Its new so can't review on the performance yet. But lookwise, its great! It has a glossy finishing on the door which is cool. I bought this for my baking items. So its tiny size is perfect for my need. Recommended!",love one receiv one day back perform usual new cant review perform yet lookwis great glossi finish door cool bought bake item tini size perfect need recommend
419,419,419,Good products,good product
420,420,420,"Nice body fridge, osm color i like performance great everything is good",nice bodi fridg osm color like perform great everyth good
421,421,421,Nice to have a refrigerator like this for a small family and value for money in this range. Over all good to have this refrigerator,nice refriger like small famili valu money rang good refriger
422,422,422,Mind blowing 👌👌👌👌👌,mind blow 👌👌👌👌👌
423,423,423,"Very good performanceRight Size for small family, fit well in limited space.Freezer door material is plastic, the quality could been improved.",good performanceright size small famili fit well limit spacefreez door materi plastic qualiti could improv
424,424,424,Worth buy. Sophisticated design. Usable for small family 3-4 person. Great ergonomic with low price. Easy instructions to use product.,worth buy sophist design usabl small famili  person great ergonom low price easi instruct use product
425,425,425,I am using this from last 10 days and its having a wonderful performance. Best thing is that its having no noise while compressor is working... awesome product and awesome service..thanks to Flipkart and delivery boys are decent n polite. Ekart service is superb.,use last  day wonder perform best thing nois compressor work awesom product awesom servicethank flipkart deliveri boy decent n polit ekart servic superb
426,426,426,"Received this product today, after you see the product trust me you will be thinking that you have best decision to buy this fridge.1) The capacity of the fridge is way more than enough for a family with up to 4 members.2) The top of the fridge is matt finish. So very less risk of the top and sides getting scratched.3) The refrigerator does not make much of noise, that's the perk of buying a 5 star fridge.Later I will update about the power consumption of the fridge and any issues if I c...",receiv product today see product trust think best decis buy  capac fridg way enough famili   top fridg matt finish less risk top side get  refriger make much nois that perk buy  star fridgelat updat power consumpt fridg issu c
427,427,427,"Best product, affordable price , good service  It saves electricity ,we are happy with this product",best product afford price  good servic  save electr happi product
428,428,428,I am very happy with this product and thank u flipcart for giving me in best price..,happi product thank u flipcart give best price
429,429,429,"Design wise most beautiful but lock quality & chiller tray, vegetable box quality is cheap according to price. Led light is beautiful. l strongly belive in samsung technology. So from my sight awesome product (Blived in closed eyes). Also belive in omniTech retail too. Thanks both of you",design wise beauti lock qualiti  chiller tray veget box qualiti cheap accord price led light beauti l strong beliv samsung technolog sight awesom product blive close eye also beliv omnitech retail thank
430,430,430,"Excellent , low noice",excel  low noic
431,431,431,"Brought this few days back. Now start giving problems. Automatically getting defrost any random time.Ice cream, ice melt every days. Always you can see the water droplets on glass.",brought day back start give problem automat get defrost random timeic cream ice melt everi day alway see water droplet glass
432,432,432,The working of fridge is very good it is enough for small family. The egg tray is useless and it is very good product. The horizontal handle is not that much convinient apart from this it is ver good good cooling,work fridg good enough small famili egg tray useless good product horizont handl much convini apart ver good good cool
433,433,433,It's been 5 days we have been using this refrigerator. The fridge is running very smoothly without making any noise. I am pretty much satisfied with product i have chosen. Kudos to Flipkart for offering this fridge on a decent price and Samsung as well for awesome design., day use refriger fridg run smooth without make nois pretti much satisfi product chosen kudo flipkart offer fridg decent price samsung well awesom design
434,434,434,I have ordered the product on 9th Jan and is delivered on 12th.Decent and smooth delivery.After 5 hours I have put the unit on power.Amazing.No unwanted sounds.But whenever you put some additional items it makes little sounds which is acceptable.Next day I put the unit on my 1Kv solar system with battery backup.Again amazing.Excellent for small families.6 days completed.So far I am very happy and that is why I am giving 5*.Finally thank you Flipcart and your delivery partner.,order product  jan deliv  smooth deliveryaft  hour put unit poweramazingno unwant soundsbut whenev put addit item make littl sound acceptablenext day put unit  solar system batteri backupagain amazingexcel small  day completedso far happi give  thank flipcart deliveri partner
435,435,435,"Writing this review after almost one month of usage of this product. We are family of 4 members and I was looking for fridge that will help our need. This fridge is good enough to do so. this is very nice designed fridge. As it's claim for fastest ice making 🧊 yes if compare to other brands it does fulfill its claim. Less noise till now and hoping it continues to be silent. Overall a good buy and satisfied with this product. And yes, thank you flipkart for timely delivery.",write review almost one month usag product famili  member look fridg help need fridg good enough nice design fridg claim fastest ice make 🧊 yes compar brand fulfil claim less nois till hope continu silent overal good buy satisfi product yes thank flipkart time deliveri
436,436,436,"After 10 days of using, I am giving this feedback.  Superb  cooling in less time.  Amazing looking as good 3d printing. Lower drawers  is extra features for keeping patato and onion. But power cords is little less. Compressor noises is absolutely  zero. I am suggesting to all customers to purchase it. Value for money. Also the lg care person came for installation. Provide all information and good behavior.", day use give feedback  superb  cool less time  amaz look good  print lower drawer  extra featur keep patato onion power cord littl less compressor nois absolut  zero suggest custom purchas valu money also lg care person came instal provid inform good behavior
437,437,437,A very nice and value for money product. The inner space is enough and the space utilisation is quite practical. This makes very less noise. The quality is top notch. The reliability of LG brand is unquestionable in electronics.The delivery was very good.. The delivery person helped to bring the product to second floor. His behaviour was nice and supportive. Liked the overall experience about the product and delivery.,nice valu money product inner space enough space utilis quit practic make less nois qualiti top notch reliabl lg brand unquestion electronicsth deliveri good deliveri person help bring product second floor behaviour nice support like overal experi product deliveri
438,438,438,Very nice LG👍👍,nice lg👍👍
439,439,439,Best refrigerator & Value for money because I am purchased this refrigerator in Big Billion Days So Nice Offers,best refriger  valu money purchas refriger big billion day nice offer
440,440,440,My refrigerator is really Awesome performance and very good cooling.. I got this refrigerator very good thanks flipkart and seller....,refriger realli awesom perform good cool got refriger good thank flipkart seller
441,441,441,Very good,good
442,442,442,Thank u flipkart for this refrigerator at this price I m very happy n it's just a day so I don't about the performance of refrigerator..let me use 1st after that I will write review about it ..good for small family 💕👪,thank u flipkart refriger price happi n day dont perform refrigeratorlet use  write review good small famili 💕👪
443,443,443,Good,good
444,444,444,Very good refrigerator 🙂 performance good but  little bit noise coming other wise very good  looking good,good refriger 🙂 perform good  littl bit nois come wise good  look good
445,445,445,Delivered on time. Great Fridge at a gr8 price!!!! Thank u flipkart. Colour is amazing i love it...,deliv time great fridg  price thank u flipkart colour amaz love
446,446,446,"Adequate for 3 people and delivery was fast and installation done next day.best value for money product ,cooling was good being used for a week as of now",adequ  peopl deliveri fast instal done next daybest valu money product cool good use week
447,447,447,Very nice...  I'm very happy to see this item..  Very good product.. Wroth amount,nice  im happi see item  good product wroth amount
448,448,448,"Refrigerator performance is very good with awesome design, I would like to give 7 stars to flipkart as I received refrigerator from Ekart with dent on door but flipkart gave support above my expectations and good the door replaced within 3 days.Applaud to flipkart service and samsung team",refriger perform good awesom design would like give  star flipkart receiv refriger ekart dent door flipkart gave support expect good door replac within  daysapplaud flipkart servic samsung team
449,449,449,Good,good
450,450,450,One of the best refrigerator in this price range. The quality of the product is very good. The color and space is also very good. Good for 4-5 people family.I have not faced any issue in last 15 days. One thing I like the most is this fridge has almost zero noise. I gave five start for this fantastic machine.,one best refriger price rang qualiti product good color space also good good  peopl familyi face issu last  day one thing like fridg almost zero nois gave five start fantast machin
451,451,451,Very good,good
452,452,452,Very nice & good product,nice  good product
453,453,453,Very well liked and very beautiful,well like beauti
454,454,454,Thanks flipcart for this wonderful delivery. Looking wise so cute. I recommend this refrigerator for all,thank flipcart wonder deliveri look wise cute recommend refriger
455,455,455,This model doesnot comes with cool pack and fresh room. The reviews and photos posted for this model are actually for another model. Flipkart shows same reviews and photos under all the Samsung refrigerator models which is alot confusing as we don't know if that particular model is worth buying. It's like their one model got good reviews so they are using those positive reviews and ratings for all the models to sell their products.,model doesnot come cool pack fresh room review photo post model actual anoth model flipkart show review photo samsung refriger model alot confus dont know particular model worth buy like one model got good review use posit review rate model sell product
456,456,456,"First of all thanks to Flipkart for their two day safe delivery. I received the product with not even a single scratch. Coming to the product , it's spacious and suitable for a family with 5-6 members. Two separate motors for freezer and refrigerator made me impressed. Samsung's unique 5in1 convertible technology is pretty useful. There are two side racks in the freezer also in which we can keep small items such as Chocolates , nail polishes etc.. Freezer space is also huge.Deodorizing filt...",first thank flipkart two day safe deliveri receiv product even singl scratch come product  spacious suitabl famili  member two separ motor freezer refriger made impress samsung uniqu  convert technolog pretti use two side rack freezer also keep small item chocol  nail polish etc freezer space also hugedeodor filt
457,457,457,"A must buy, if you need a bigger sized fridge. Optimal space design. Bottle holder at door are sufficiently wide and tall to hold 2.25L cold drink bottle, juice cartoon, milk cartoon, etc. The ice tray and storage box comes as a independent unit, which upon need can be removes from the freezer to increase the storage space. Similarly a tray halves the freezer into two, which is also removable.Led lighting inside the fridge, tempered glass shelves. I definitely recommend this product.Flipka...",must buy need bigger size fridg optim space design bottl holder door suffici wide tall hold  cold drink bottl juic cartoon milk cartoon etc ice tray storag box come independ unit upon need remov freezer increas storag space similar tray halv freezer two also removablel light insid fridg temper glass shelv definit recommend productflipka
458,458,458,Product is excellent..Go for it.. Premium look provide.. Excellent cooling I got at 25990 value for money.,product excellentgo premium look provid excel cool got  valu money
459,459,459,I definitely recomend this product..... Samsung is the best refrigerator that I used.. Wonderful performance and design... Low power conception... The delivery guys are so coperative and safe delivary... Installation and demo was in the next day of delivary..... Thanks flipkart,definit recomend product samsung best refriger use wonder perform design low power concept deliveri guy coper safe delivari instal demo next day delivari thank flipkart
460,460,460,Cooling issue within one week of useFreezer looks fine but refrigeration is worstcalled customertomer care many times but still after 48 hours issue did not got resolved,cool issu within one week usefreez look fine refriger worstcal customertom care mani time still  hour issu got resolv
461,461,461,"Got my 253 ltr refrigerator exactly within 3 days safe and swift delivery by Ekart. Demonstration done next day nicely by Samsung Service engineer. Wonderful, premium look and very silent refrigerator with 3 in 1 convertible inverter technology. Really love it thanks  Flipkart.",got  ltr refriger exact within  day safe swift deliveri ekart demonstr done next day nice samsung servic engin wonder premium look silent refriger   convert invert technolog realli love thank  flipkart
462,462,462,"I found everything perfect except the fact that the above freezer doesn't have a light. I just failed to digest this that they did not placed a light, so, during night time it's almost impossible to take anything from top freezer like ice cream and all without turning on the kitchen light.",found everyth perfect except fact freezer doesnt light fail digest place light night time almost imposs take anyth top freezer like ice cream without turn kitchen light
463,463,463,Flipkart was very prompt on delivey .Samsung 324 L frost free  refrigerator is a  good product..The service Engineer  from Samsung  was very kind enough to answer all our queries. .His demo is very helpful.thank you Flipkart.,flipkart prompt delivey samsung  l frost free  refriger  good productth servic engin  samsung  kind enough answer queri demo helpfulthank flipkart
464,464,464,"The best in the lot for refrigerators is Samsung right now! Very dependable performance. For the design, I would say that I'm a bit disappointed with the third tray, as its too narrow...  Overall, a very good refrigerator. Packing was absolutely top class. The courier partners unfortunately, delayed the delivery, which led to a minor hiccup. Eyes closed, u can trust brand Samsung in refrigerators.",best lot refriger samsung right depend perform design would say im bit disappoint third tray narrow  overal good refriger pack absolut top class courier partner unfortun delay deliveri led minor hiccup eye close u trust brand samsung refriger
465,465,465,verry good and verry comfortable design and style fast Colling and smart compresser with 10 year warranty.,verri good verri comfort design style fast coll smart compress  year warranti
