,Unnamed: 0.1,Unnamed: 0,Review,Rating
1954,1954,1954,"I purchased this machine on 22 Jun 2020 and started using by 29 Jun 2020. Delivery was prompt and ifb installation happened with in 48hrs of delivery. I have purchased this in an offer where I exchanged my 11 years old machine of IFB 5.5Kg Serena model. . But biggest issue which I identified when the ifb installation engineer came to my home when compared to my old machine. These is no separate section in the detergent tray for adding additives like Ujala, comfort fabric etc. But it was avail...",purchas machin  jun  start use  jun  deliveri prompt ifb instal happen  deliveri purchas offer exchang  year old machin ifb  serena model  biggest issu identifi ifb instal engin came home compar old machin separ section deterg tray ad addit like ujala comfort fabric etc avail
1955,1955,1955,neat and clean wash. the machine is beyond the expectation. the price range is good and good warenty and service provided by the company,neat clean wash machin beyond expect price rang good good warenti servic provid compani
1956,1956,1956,Amazing product wonderful machine washes very clearly and fresh and installation said very clearly.Recommended for all.And look is very cool.,amaz product wonder machin wash clear fresh instal said clearlyrecommend alland look cool
1957,1957,1957,"Was reluctant to go for front load washing machine, as I was using top load past 15 years...Writing this after two months of usage...*Wash quality is too good... No need to brush the shirt collar, before putting into washing machine unlike topload* Low noise( very minimal..) and no vibration*Stylish lookOverall very satisfied and happy with this product :)",reluct go front load wash machin use top load past  yearswrit two month usagewash qualiti good need brush shirt collar put wash machin unlik topload low nois minim vibrationstylish lookoveral satisfi happi product 
1958,1958,1958,"Nice product and we will get same product which they shown in image and Cash back also we will get and compare to market price its very good 1. Quality wise very good and original product2. Same colour and design3. Smart looks4. Shipping also very good and very good packing care with deliver,5. Installation also very fast from IFB and support also very good,6. Price is very available for  every one compare to others 7. Working with good and no sound 8. Good in promise which they commi...",nice product get product shown imag cash back also get compar market price good  qualiti wise good origin  colour  smart  ship also good good pack care  instal also fast ifb support also  price avail  everi one compar other  work good sound  good promis commi
1959,1959,1959,First of all Thanks to flipkart for amazing service and offer.This is my review after 1 week use of productAbout product: product was amazing. I am using IFB washing machine from last 9 years (older model) so no any confusion to me for choose the new machine brand.In my group all have a different IFB washing machine.And this model also superb and cheap model. About flipkart:Very good service by flipkart. Product delivery on time as scheduled. Packing is awesome so no any damage shown on...,first thank flipkart amaz servic offerthi review  week use productabout product product amaz use ifb wash machin last  year older model confus choos new machin brandin group differ ifb wash machineand model also superb cheap model flipkartveri good servic flipkart product deliveri time schedul pack awesom damag shown
1960,1960,1960,"Very Useful for Small family. trusted brand IFB, Low cost front load washing machine, Friendly user options.Suggestible for entry level families who are willing to buy washing machine for the first time.Flipkart delivery service is good ,and also installation also done by IFB authorised person. Overall good product recommended to buy for entry level",use small famili trust brand ifb low cost front load wash machin friend user optionssuggest entri level famili will buy wash machin first timeflipkart deliveri servic good also instal also done ifb authoris person overal good product recommend buy entri level
1961,1961,1961,Well a good washing machine at this level. Doesnt have detergent holder and timer display  and if u think that this two things are not vital for u ghen go for it.... Washes the cloth rinse and spin it in decent time.... not very noisy .... overall a good machine in a good price ....,well good wash machin level doesnt deterg holder timer display  u think two thing vital u ghen go wash cloth rins spin decent time noisi  overal good machin good price 
1962,1962,1962,compact and good performance.....have been using Haier (another model) for last 4 years and very happy with it's performance.only thing to be improved in the automatic model is to provide rollers at the bottom so as to enable easy movement of the machine in the house.,compact good performancehav use haier anoth model last  year happi performanceon thing improv automat model provid roller bottom enabl easi movement machin hous
1963,1963,1963,RecommendedBest value for money fully automatic washing machine.If you are used to fully automatic machine then this is breeze to useFull value for money Metal body Flipkart installation and delivery is seamless best service that you get like while purchasing from outside,recommendedbest valu money fulli automat wash machineif use fulli automat machin breez useful valu money metal bodi flipkart instal deliveri seamless best servic get like purchas outsid
1964,1964,1964,Honest review 3.8 star from my sideDetailed review At this price produc was amazing Quick wash take 25 min to complete cycle (wash and dry)Ariel wash takes 1.2 hr to complete cycle Top lid is not transparentManufacturer ( assembled in Pune India ) 8 programs Dry clothes upto 80%Not vibration a little bit Body made up of metalFunctional key was plastic Inlet pipe is only 1mtr if u want extention you have to purchase extra 1kg Ariel powder is freeNo led timer displayIam writin...,honest review  star sidedetail review price produc amaz quick wash take  min complet cycl wash dryariel wash take  hr complet cycl top lid transparentmanufactur  assembl pune india   program dri cloth upto  vibrat littl bit bodi made metalfunct key plastic inlet pipe  u want extent purchas extra  ariel powder freeno led timer displayiam writin
1965,1965,1965,"Very nice product & affordable price.works properly without making any noise,easy to operate,would recommend the product for sure 👍👍color is also very nice,installment done very fastly.",nice product  afford pricework proper without make noiseeasi operatewould recommend product sure 👍👍color also niceinstal done fast
1966,1966,1966,"Writing this after 15 days of usage.Quality wise definitely good. Wash is perfect.Design let me down as there is no digital display, not much of an issue.Installation and delivery as perfect as it could be. Better than retail store.Excellent product for a family of 4. Happy.",write  day usagequ wise definit good wash perfectdesign let digit display much issueinstal deliveri perfect could better retail storeexcel product famili  happi
1967,1967,1967,Must buy.. Great product at great price...,must buy great product great price
1968,1968,1968,"After 5 days I use I write the review this machine is good for for small family.nice product.fast delivery from Flipkart , installation fast.service is good thank u all.", day use write review machin good small familynic productfast deliveri flipkart  instal fastservic good thank u
1969,1969,1969,"In a word, remarkable, perfect in price, very clean and works very well, I have been using it for last three days, no problem at all, there is a slight noise that occurs on almost all machines. There is no timer display on the negative side and there is no tray to hold the detergent inside. But overall pretty good, installation and did it very quickly, I'm satisfied haier at this product. I gave it 4 * 3 out of 5",word remark perfect price clean work well use last three day problem slight nois occur almost machin timer display negat side tray hold deterg insid overal pretti good instal quick im satisfi haier product gave    
1970,1970,1970,"Very good design and easy to operate. Needs proper water inlet and outlet facility. Functions are easy, normal Arial cycle is default function and functions automatically starts from the previous cycle if power interrupts. Soak function takes long time to wash.",good design easi oper need proper water inlet outlet facil function easi normal arial cycl default function function automat start previous cycl power interrupt soak function take long time wash
1971,1971,1971,👍  good,👍  good
1972,1972,1972,All over good,good
1973,1973,1973,Nice product nice design but not big actually same 7.5 kg size...,nice product nice design big actual  kg size
1974,1974,1974,Good Product,good product
1975,1975,1975,Good one,good one
1976,1976,1976,Value for money heavy 520W wash motor big tub and soak process is also fine.,valu money heavi  wash motor big tub soak process also fine
1977,1977,1977,Very great...,great
1978,1978,1978,Good,good
1979,1979,1979,Nice,nice
1980,1980,1980,"Pros:* Good for small family, clean and simple UI and easy to operate for old age people (specially if you are buying for father/mother/grand father/grand mother)* PAN India LG service, faster installation* 5 Star energy saving variant is good (my purchase is 5 star variant, and recommend the same)* Nearly no sound (sounds little and vibrates a bit during spin [#only during spin])Cons:* Water pressure is little slow",pros good small famili clean simpl ui easi oper old age peopl special buy fathermothergrand fathergrand mother pan india lg servic faster instal  star energi save variant good purchas  star variant recommend near sound sound littl vibrat bit spin con water pressur littl slow
1981,1981,1981,"Super intilgent machine.it is great machine with less buttons which is way convenient for elders or starters who will be easy to use.Just press power button and start button,rest machine is calculating load and it is automatically setting time needed and water needed to finish the wash. Wash quality is good and dry output is around 70%.",super intilg machineit great machin less button way conveni elder starter easi usejust press power button start buttonrest machin calcul load automat set time need water need finish wash wash qualiti good dri output around 
1982,1982,1982,Dear buyer if your planning to buy top load washing machine please go for LG it's really worth to buy in such a great price. LG washing machine it works so smoothly..not produce sound while in working...thumps up for LG..washing machine,dear buyer plan buy top load wash machin pleas go lg realli worth buy great price lg wash machin work smoothlynot produc sound workingthump lgwash machin
1983,1983,1983,"Got delivery ahead of time, nice look and easy features to operate. Value for money than local market and even demo installations was very nice and ahead of time schedule the macine is installed. Mukul, assam",got deliveri ahead time nice look easi featur oper valu money local market even demo instal nice ahead time schedul macin instal mukul assam
1984,1984,1984,I have purchase this product in the Month of Nov. It was working smoothly from last 4 months but suddenly electrical short circuit in last week so very poor experience with LG&  Still care service not avialable from cmpny due to lockdown.,purchas product month nov work smooth last  month sudden electr short circuit last week poor experi lg  still care servic avial cmpni due lockdown
1985,1985,1985,"All things are good but 6.5 Kg model is not efficient enough specially in winters, it doesn't clean 6 winter clothes at a single instance properly. Although it have upto 8 modes but in total it is unable to clean clothes of 3 persons of a full week at a single go.For less clothes its ok but for heavier load one should switch to FRONT LOAD.Posting my review after 6 month uses.",thing good  kg model effici enough special winter doesnt clean  winter cloth singl instanc proper although upto  mode total unabl clean cloth  person full week singl gofor less cloth ok heavier load one switch front loadpost review  month use
1986,1986,1986,Works amazing.,work amaz
1987,1987,1987,"If the machine works, it works fine. The problem is that quite a lot of times the clothes get shifted to a side while washing. As a consequence while attempting to spin the drum crashes into the body of the washing machine making extremely loud sounds that would make you think the machine is done with. I got it checked. The technician checked the level and simply asked me to reduce the weight of clothes i put in (note that there’s no overweight detection in this). Now even with smaller machin...",machin work work fine problem quit lot time cloth get shift side wash consequ attempt spin drum crash bodi wash machin make extrem loud sound would make think machin done got check technician check level simpli ask reduc weight cloth put note there overweight detect even smaller machin
1988,1988,1988,Bad washing machine not good ward cloth is dirty after 1 hour wash ..more consumption water bad wash quality....west may money....lg service is bad I buy 7 days no any service fot demo.....lg 3 motion is very bad ...any one buy only pusatar wash program.....3 motion is very bad....,bad wash machin good ward cloth dirti  hour wash consumpt water bad wash qualitywest may moneylg servic bad buy  day servic fot demolg  motion bad one buy pusatar wash  motion bad
1989,1989,1989,"It's a base model of LG washing machine. This is enough for a normal family to wash within limited programs.  Good performance giving machine.. I will recommend this honestly.  Delivery was on time. But, installation took much time.. Over all its a good washine machine for good performance and low budget.",base model lg wash machin enough normal famili wash within limit program  good perform give machin recommend honest  deliveri time instal took much time good washin machin good perform low budget
1990,1990,1990,Easy to use,easi use
1991,1991,1991,Superb performance washing machine,superb perform wash machin
1992,1992,1992,Nice product,nice product
1993,1993,1993,"Best for a small family, installation was also great. Brand value is also there you can see it from the day of installation.",best small famili instal also great brand valu also see day instal
1994,1994,1994,Good,good
1995,1995,1995,"Good product and value of money 💰, performance also good never say anything",good product valu money 💰 perform also good never say anyth
1996,1996,1996,Awesome purchase,awesom purchas
1997,1997,1997,"Excellent washing machine with great features, Whirlpool is a clear winner in the variety of wash function it offers, very powerful motor and a five star rating.",excel wash machin great featur whirlpool clear winner varieti wash function offer power motor five star rate
1998,1998,1998,Very good product and wash quality is excellent with less power use and water use. Electricity consumption is really low with powerful motor. You can also operate thus machine through your inverter.I am adding my thoughts after 4 months usage no any problem found and it is working fine.You can go for it.....,good product wash qualiti excel less power use water use electr consumpt realli low power motor also oper thus machin inverteri ad thought  month usag problem found work fineyou go
1999,1999,1999,Excellent product!Design - BeautifulBuilt - PremiumPerformance - ExcellentFunctions and sensers - Best in classCloths cleaning - SuperbInstallation - Guy called and came as per the time suggested.,excel productdesign  beautifulbuilt  premiumperform  excellentfunct senser  best classcloth clean  superbinstal  guy call came per time suggest
2000,2000,2000,Delivered well in advance than given date. Lovely piece liked by family. Next day the engineer came to fix the machine and explained the functionality. Thank you seller.,deliv well advanc given date love piec like famili next day engin came fix machin explain function thank seller
2001,2001,2001,Heavy vibrations... Taking too much time...,heavi vibrat take much time
2002,2002,2002,Don't buy this LOUD NOISE WHILE WASHINGAnd Flipkart doesn't replace this rubbish productVERY BAD SERVICE,dont buy loud nois washingand flipkart doesnt replac rubbish productveri bad servic
2003,2003,2003,"Motor sound very high,",motor sound high
2004,2004,2004,Nice products I am Full satisfied,nice product full satisfi
2005,2005,2005,Heavy noise..,heavi nois
2006,2006,2006,Okay product. It doesn't cleans the clothes very well but its okay for regular use. Sound is a bit more while washing clothes,okay product doesnt clean cloth well okay regular use sound bit wash cloth
2007,2007,2007,"Though it is 7.5 kg machine, it starts vibrating badly with dryer if dry load is more than 3.5/4 kg. Warm give luke warm wash, hot gives medium temperature wash. Compared to Samsung the temperature setting is much on the lower side. Cloth often gets badly tangled which I have seen in Whirlpool semi automatic washing machine which I purchased 7 years back. Frankly speaking, being Whirlpool, I expected a better product. Till now my experience with Whirlpool has been very good...their refrigerat...",though  kg machin start vibrat bad dryer dri load  kg warm give luke warm wash hot give medium temperatur wash compar samsung temperatur set much lower side cloth often get bad tangl seen whirlpool semi automat wash machin purchas  year back frank speak whirlpool expect better product till experi whirlpool goodtheir refrigerat
2008,2008,2008,Overall good,overal good
2009,2009,2009,"Easy to use, works fine .. Good one",easi use work fine  good one
2010,2010,2010,I've got it on 25th from FK same day demo and installation also complete from Whirlpool..Not yet checked but the design and quality of the produc is good so satisfied on this prod..Detailed explanation from service person and delivery person  too... I will upload my user experience after one month...,ive got  fk day demo instal also complet whirlpoolnot yet check design qualiti produc good satisfi proddetail explan servic person deliveri person  upload user experi one month
2011,2011,2011,"Great machine. I switched to a this from a semi automatic one so it was really a impressive one. It’s lil bit noisy which I found to be ok as it is due to uneven weights of the clothes being washed at a time, when discussed with the installation guy.",great machin switch semi automat one realli impress one it lil bit noisi found ok due uneven weight cloth wash time discuss instal guy
2012,2012,2012,Qulity super excellent,quliti super excel
2013,2013,2013,Worst product  electric problem & Heavy vibrations too much sound .....I think reviews all not genuine,worst product  electr problem  heavi vibrat much sound think review genuin
2014,2014,2014,Nice one,nice one
2015,2015,2015,Good,good
2016,2016,2016,Very good product and service,good product servic
2017,2017,2017,it's just a awesome product performance is soooooooooo good delivery service also was good the machine is more then I expected I love you Flipkart ❤️💕,awesom product perform soooooooooo good deliveri servic also good machin expect love flipkart ❤️💕
2018,2018,2018,For first time look like a midium quality plastic body. But after use feel good performance wise and look wise also. Thanks flip kart for timaly service.,first time look like midium qualiti plastic bodi use feel good perform wise look wise also thank flip kart timali servic
2019,2019,2019,"giving this review after using it for ten days. this is pretty good at this price. it doesn't take much long to wash clothes. within half an hour , washing will be completed. not making much noise , vibrations. well deserved product. thanks Flipkart for such a nice product.",give review use ten day pretti good price doesnt take much long wash cloth within half hour  wash complet make much nois  vibrat well deserv product thank flipkart nice product
2020,2020,2020,"After reading some negetive review I was in doubt ....But I order it with a risk, but after getting this I really surprised.Delivery boy is very helpful I give for delivery 5 star ..... Machine is new not used and no scratches. packaging is very good So if some one think to buy just buy ....No think it's very good product at this price One this is to improve in it that (so much vibration during drying process ) other wish product is awesome",read neget review doubt order risk get realli surpriseddeliveri boy help give deliveri  star  machin new use scratch packag good one think buy buy think good product price one improv much vibrat dri process  wish product awesom
2021,2021,2021,Super machin work good....,super machin work good
2022,2022,2022,"After 1 year of use decided to give feedback because of the performance. When they delivered I felt So sad bcs of quality & light weight but after using sometime my tension went away. When you see at this price I felt quality is good if you won’t use rough. At this price best semi automatic machine small & compact size, value for money(aprx 9k) for small family like 5~6 members enough, Working absolutely fine. Go for it … I also researched a lot( middle class families 😊)for the W. machine an...", year use decid give feedback perform deliv felt sad bcs qualiti  light weight use sometim tension went away see price felt qualiti good won't use rough price best semi automat machin small  compact size valu moneyaprx  small famili like  member enough work absolut fine go … also research lot middl class famili 😊for w machin
2023,2023,2023,Washing machine is very Good overall.At 7.5Kg capacity Good enough even for big family of more than 4 members. Even at 3min drying is Good and cloths can be ready in few hours same day.It has some small inconveniences which can be improved by the maker.Drain pipe rear center position is not convenient.Power cable hanging provision to the machine is not proper.They should better provide a power on indicator.,wash machin good overallat  capac good enough even big famili  member even  dri good cloth readi hour dayit small inconveni improv makerdrain pipe rear center posit convenientpow cabl hang provis machin properthey better provid power indic
2024,2024,2024,nice deal .. review on basis of usage from past few monthspros:- * value for money* compact as compare to other * spin works so well* rough and tough use* can wash a blanket alsocons* tyres timer and drain pipe quality is not good as expected but yes in this price this is the best one,nice deal  review basi usag past monthspro  valu money compact compar  spin work well rough tough use wash blanket alsocon tyre timer drain pipe qualiti good expect yes price best one
2025,2025,2025,Good product. Writing the review after using it 6 months. Performance is good. Good capacity. Design is also ok. Overall a good experience. Good delivery time.,good product write review use  month perform good good capac design also ok overal good experi good deliveri time
2026,2026,2026,"machine is good and easy to understand , even my mom can operate this machine who is not to much mobile friendly . i got this on a superb price...also whirlpool is a brand i can trust . i like the washing and drying of cloths...it all happened around 20 minutes....also so many features given in a very cheap price like tyres to move the machine top lid as a holding bucket it is just been 7 days but i loved what i ordered.",machin good easi understand  even mom oper machin much mobil friend  got superb pricealso whirlpool brand trust  like wash dri clothsit happen around  minutesalso mani featur given cheap price like tyre move machin top lid hold bucket  day love order
2027,2027,2027,Its is a surprise gift for my mom n she is sooo happy with it.. thank u flipkart for timely delivery🎁 🚚 looks Good ... max 4 bucket water used.. cleans good..... less noise... perfect for family of 4-or 5...65 minutes cycle for daily wash program..3 hour program for heater option..!! Using from just 3-4days .. will update soon 🎉 Happppy with the product. Its our 1st washing machine 😍🥳,surpris gift mom n sooo happi thank u flipkart time delivery🎁 🚚 look good  max  bucket water use clean good less nois perfect famili   minut cycl daili wash  hour program heater option use   updat soon 🎉 happppi product  wash machin 😍🥳
2028,2028,2028,"Product is a fine one from Samsung.Product looks good but Flipkart description is misleading.This model does not have eco drum clean and smart check,these are for higher end models but that should not be deal breaker for most people.This is a basic model from Samsung that does its job well.Warranty information in Flipkart is also misleading.Warranty is actually 3 years and motor warranty is of 10 years.The motor uses belt and it’s not direct drive but it’s supposed to be power efficient,can ...",product fine one samsungproduct look good flipkart descript misleadingthi model eco drum clean smart checkthes higher end model deal breaker peoplethi basic model samsung job wellwarranti inform flipkart also misleadingwarranti actual  year motor warranti  yearsth motor use belt it direct drive it suppos power efficientcan 
2029,2029,2029,Good machine for four member family,good machin four member famili
2030,2030,2030,First thanks to Flipkart. What a speed delivery and same day installation and demo has done. Amazing design and look. We are very happy to have this product. I recommend to go for this Product.,first thank flipkart speed deliveri day instal demo done amaz design look happi product recommend go product
2031,2031,2031,Design and easy of operation are good. It's the glass door provided and glass is scratch resistant than fiber. Go for 7 kg variant of you can afford other wise this is enough. Water pressure is required for smooth operation. Watertank should be above 3 meters.,design easi oper good glass door provid glass scratch resist fiber go  kg variant afford wise enough water pressur requir smooth oper watertank  meter
2032,2032,2032,Seriously this is awesome ... Less power consumption is a big strength .. very nice product and very good service from Flipkart and Samsung ... thanks both of you ❣️,serious awesom  less power consumpt big strength  nice product good servic flipkart samsung  thank ❣️
2033,2033,2033,"It's a no nonsense product. Does what it says. Almost silent operation compared to our previous top load machine. At 1000 RPM, the cloth gets dried within no time even if you're using an internal cloth stand.Delivery was not very comfortable as the guy made me lift the old washing machine from the first floor to ground floor. Normally there'd be two people doing this job.",nonsens product say almost silent oper compar previous top load machin  rpm cloth get dri within time even your use intern cloth standdeliveri comfort guy made lift old wash machin first floor ground floor normal there two peopl job
2034,2034,2034,"3rd class product with 3rd class flipkart support. I ordered 6kg washing machine and found the actual washing DRUM CAPACITY is very very small, i am able to wash only 5 clothes at a time. I RAISED return request to Upgrade it to 8kg washing machine and they denied. They means Flipkart denied and says only if there is technical fault only then we can replace with same model capacity and colour.Worst flipkart policy worst support. THANK YOU FLIPKART TO GIVE ME THE REASON NOT TO BUY ANYT...", class product  class flipkart support order  wash machin found actual wash drum capac small abl wash  cloth time rais return request upgrad  wash machin deni mean flipkart deni say technic fault replac model capac colourworst flipkart polici worst support thank flipkart give reason buy anyt
2035,2035,2035,Wonderful productGood packaging,wonder productgood packag
2036,2036,2036,"Nice washing machine with quality wash and I loved wide variety of options available for cleaning different clothes. And only disappointment is, it create lots of vibrations and produces noice rest everything is great go for it.",nice wash machin qualiti wash love wide varieti option avail clean differ cloth disappoint creat lot vibrat produc noic rest everyth great go
2037,2037,2037,"Best washing machineI prefer semi automatic machine so selected as per my budget1) This machine got bucket and it's very good facility2) Three pin cable little short so we require extension3) Vibration @ drying and avoid if we use yoga mat4) Design and look is very simple,  cute and best5) Color is white and grey which is very attractive6) Suitable for small family of 3 or 5 members",best wash machinei prefer semi automat machin select per  machin got bucket good  three pin cabl littl short requir  vibrat  dri avoid use yoga  design look simpl  cute  color white grey  suitabl small famili   member
2038,2038,2038,Vrey good  items useful delevard fast time table Thomson of washingmachines thank you.....,vrey good  item use delevard fast time tabl thomson washingmachin thank
2039,2039,2039,"Washer is smoothly working,spinner is noisy and too much shaking on drying",washer smooth workingspinn noisi much shake dri
2040,2040,2040,Awesome product,awesom product
2041,2041,2041,Pros:Does the job well. U can use water either thru inlet pipe or thru buckets as well. Quick time for both washing and spinning.Compact for small spaces than other semi auto machines. Easy to use. Very economical if you can bear with other minor issues mentioned above. Has a small wheel in one side which makes it easier to move it around.Cons:Very short wire. Supposedly french technology doesn't factor wore length??makes some noise or the other  at times when washing and drying and mak...,prosdo job well u use water either thru inlet pipe thru bucket well quick time wash spinningcompact small space semi auto machin easi use econom bear minor issu mention small wheel one side make easier move aroundconsveri short wire suppos french technolog doesnt factor wore lengthmak nois  time wash dri mak
2042,2042,2042,Good. Quality,good qualiti
2043,2043,2043,Design wise good bt built quality is not upto mark. But still I m Loving it 😍,design wise good bt built qualiti upto mark still love 😍
2044,2044,2044,Wire length is very shot...use extensions box..washing machine is mostly used water area...this washing machines very risk to use...you don't care about your loved ones life then buy it...,wire length shotus extens boxwash machin most use water areathi wash machin risk useyou dont care love one life buy
2045,2045,2045,Very good machine . but plastic quality is very low and motor speed nice rpm disin is very good and lite  weight . over all this price range very good machine . i hope service is good next time .,good machin  plastic qualiti low motor speed nice rpm disin good lite  weight  price rang good machin  hope servic good next time 
2046,2046,2046,waste,wast
2047,2047,2047,"This machine has received India’s most Efficient Cleaning Performance Award. Yes, this product deserve the award as it works like a pro😍. I would suggest to buy it because it fulfills all parameters like Energy Efficient, Hard water wash mode, Compact in Size, Whirlpool as a brand, 7.5 kg huge space, plenty of wash modes..its a All Rounder👌👌",machin receiv india effici clean perform award yes product deserv award work like pro😍 would suggest buy fulfil paramet like energi effici hard water wash mode compact size whirlpool brand  kg huge space plenti wash modesit rounder👌👌
2048,2048,2048,Fantastic product,fantast product
2049,2049,2049,Value for Money & Good Delivery,valu money  good deliveri
2050,2050,2050,Exchange policy of Flipkart is very poor. Very little rust on my machine but they rejected my exchange and as per their policy they are not following the exchange value. Delivery boy which came was arrogant and have argued a lot. It's a total loss. Be aware all I have been cheated.,exchang polici flipkart poor littl rust machin reject exchang per polici follow exchang valu deliveri boy came arrog argu lot total loss awar cheat
2051,2051,2051,"I have finalised this model after so much R&D on lots of washing machines.. its size and design is just awesome. Its have almost 12 programs which runs very nicely, you just put your cloths and detergent and got your fresh and clean cloths after 30-40 minutes. Inbuilt heater works very Nicely , very less vibrations, I feel very happy and satisfied customer after getting this product. Whirlpool service is undoubtedly so fast and followup is so impressive. Thankyou Flipkart and whirlpool.",finalis model much rd lot wash machin size design awesom almost  program run nice put cloth deterg got fresh clean cloth  minut inbuilt heater work nice  less vibrat feel happi satisfi custom get product whirlpool servic undoubt fast followup impress thankyou flipkart whirlpool
2052,2052,2052,"The water inlet is too small so takes a lot amount of time to fill in water in tub. Water part has to be done 3 times so its basically put your clothes and forget for 2 hours.So, too much of time consumption.I asked support if they could help me fix issue with low water flow but no call back.",water inlet small take lot amount time fill water tub water part done  time basic put cloth forget  hoursso much time consumptioni ask support could help fix issu low water flow call back
2053,2053,2053,On Time Delivery Good Flipkart And Same Day Installation Done Thanks,time deliveri good flipkart day instal done thank
2054,2054,2054,Very useful machine but timing is very lat Apromaxietly 2 hours,use machin time lat apromaxiet  hour
2055,2055,2055,Hydraulic door doesn’t work properly. Don’t buy. Waste of money. Looks like used product.,hydraul door doesn't work proper don't buy wast money look like use product
2056,2056,2056,The machine sounds like tracktor. I'm not happy with the product .  Wanna send it back.,machin sound like tracktor im happi product   wanna send back
2057,2057,2057,"I ordered this around 5 months ago. I just wanted to see how it works and then write a review.First of all,flipkart delivery is really fast,didn’t expect it to get so sooner than the expected delivery time. Secondly,the packaging was nice and clean.Third,performance wise it’s awesome and it has a very good capacity.For a family of two,it has worked wonders for me. I’m fully satisfied with what I paid and what I got. And yes, you cannot expect all the mechanisms at this price range. It doesn’t...",order around  month ago want see work write reviewfirst allflipkart deliveri realli fastdidn't expect get sooner expect deliveri time secondlyth packag nice cleanthirdperform wise it awesom good capacityfor famili twoit work wonder i'm fulli satisfi paid got yes cannot expect mechan price rang doesn't
2058,2058,2058,"I stay with my 4 friends and we always plan to go and buy the WM however the price is so high but when I found this product on Flipkart I booked it and was using it for last 2 weeks tremendous performance....Ppl might say no dryer and all.....But I just want to answer this ""aab itna mai itna hi milta hai :-)""To be honest this WM is designed for Bachelor's only love this product..awsm design....Just go for it without thinking too much",stay  friend alway plan go buy wm howev price high found product flipkart book use last  week tremend performanceppl might say dryer allbut want answer aab itna mai itna hi milta hai honest wm design bachelor love productawsm designjust go without think much
2059,2059,2059,"Really beautiful 🤩🤩 Nice Colour & performance also Good 👌👌👌, really worth for money Thank you FLIPKART 😍😍😍I'm very Happy with it",realli beauti 🤩🤩 nice colour  perform also good 👌👌👌 realli worth money thank flipkart 😍😍😍im happi
2060,2060,2060,xlent product from flipcart thanq,xlent product flipcart thanq
2061,2061,2061,"In my bachelor's the most unsatisfied thing is cloths washing after purchase this lilliput I am really happy good performance, super washing and valuable for price",bachelor unsatisfi thing cloth wash purchas lilliput realli happi good perform super wash valuabl price
2062,2062,2062,Nice product easy to use very comfortable,nice product easi use comfort
2063,2063,2063,"First I was scared to buy 'onida' brand while there were Samsung, etcetera brands in the market.....trust me.., onida does the job better than them at affordable price. it's awesome...!!!! No dirty remains in the clothes after the wash...!! And it's a 6.5Kg one, so you can wash more clothes at this price......I RECOMMEND IT...!!!!The switches, the tub quality and the speed of the machine are all way better than that Samsung , ifb.....the more important thing is that it is very compact and pl...",first scare buy onida brand samsung etcetera brand markettrust onida job better afford price awesom dirti remain cloth wash  one wash cloth pricei recommend itth switch tub qualiti speed machin way better samsung  ifbth import thing compact pl
2064,2064,2064,value for money and best quality 👌👌👌👌👌👌👌👌,valu money best qualiti 👌👌👌👌👌👌👌👌
2065,2065,2065,Writing this review after using 2 month. Given 5 star in all aspects. Prons : 1. East to use. 2. Will occupy small place. 3. Customer shouldn't have technically strong to understand like fully automatic machines. 4. Personally I like design so muc,write review use  month given  star aspect pron   east use  occupi small place  custom shouldnt technic strong understand like fulli automat machin  person like design muc
2066,2066,2066,Its awesome.....for heavy bed sheets .....powerful...... Bt for some cloths like pants which contains metallic hooks its not good because inside body is made of plastic..... Washing capacity like powerful  machines.... So powerful....itte paise  me bahut acha ..... Still using from last four years awesome,awesomefor heavi bed sheet power bt cloth like pant contain metal hook good insid bodi made plastic wash capac like power  machin powerfulitt pais  bahut acha  still use last four year awesom
2067,2067,2067,"I am using a LG machine for 4 years and a samsung one for 3 years. I selected a samsung because its cost was more than LG machine and thought that this one will be more better than LG, BUT when i used it i found that I made a very big mistake. LG machine is even very very much better than it. This makes high noise and i can not wash soft clothes. I had to wash them manually.",use lg machin  year samsung one  year select samsung cost lg machin thought one better lg use found made big mistak lg machin even much better make high nois wash soft cloth wash manual
2068,2068,2068,Very best machine for 5 members of family  . It's in budget . Samsung is   best company. Delivery is also so good . Thanks Flipkart . You have to  must buy it . 😊🥰😍🙂,best machin  member famili   budget  samsung   best compani deliveri also good  thank flipkart   must buy  😊🥰😍🙂
2069,2069,2069,"Nice design and work properly good working, excellent condition",nice design work proper good work excel condit
2070,2070,2070,Great washing machine at this range kudos to samsung but their will be vibration during washing but its okay great product worth for money go for it.,great wash machin rang kudo samsung vibrat wash okay great product worth money go
2071,2071,2071,Good,good
2072,2072,2072,Thanks flipkart,thank flipkart
2073,2073,2073,It's really nice washing machine and it has great washing power. Got it at an affordable price as compare market price. Build quality is super and really cool design. Just go for it.,realli nice wash machin great wash power got afford price compar market price build qualiti super realli cool design go
2074,2074,2074,I am extremely satisfied,extrem satisfi
2075,2075,2075,value for money. on time delivered.,valu money time deliv
2076,2076,2076,Pehle istemal kiya fir visvassh kiya.... 😄 really good product appropriate to but it......,pehl istem kiya fir visvassh kiya 😄 realli good product appropri
2077,2077,2077,"Excellent washing machine with great features, Whirlpool is a clear winner in the variety of wash function it offers, very powerful motor and a five star rating.",excel wash machin great featur whirlpool clear winner varieti wash function offer power motor five star rate
